,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
55,Dario Å ariÄ,23,PHI,PF,78,73,2310,15.8,.582,.448,.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,.137,1.8,-0.5,1.3,1.9
56,Courtney Lee,32,NYK,SG,76,69,2310,13.0,.564,.368,.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,.082,-0.1,-0.2,-0.3,1.0
57,Spencer Dinwiddie,24,BRK,PG,80,58,2306,15.9,.527,.517,.320,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,.118,1.3,-0.7,0.6,1.5
58,Gary Harris,23,DEN,SG,67,65,2304,16.5,.597,.434,.178,1.8,6.8,4.3,13.0,2.6,0.5,10.8,20.8,3.9,1.5,5.5,.114,1.0,-0.2,0.8,1.7
59,Draymond Green,27,GSW,PF,70,70,2287,16.1,.556,.414,.279,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,2.6,3.4,6.1,.127,0.9,1.9,2.8,2.8
60,Yogi Ferrell,24,DAL,SG,82,21,2282,11.4,.540,.492,.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,.064,-1.3,0.0,-1.4,0.4
61,P.J. Tucker,32,HOU,PF,82,34,2281,8.3,.537,.703,.136,4.6,17.8,11.3,4.6,1.7,1.0,13.7,10.5,1.0,3.0,3.9,.082,-1.9,0.8,-1.1,0.5
62,Al Horford,31,BOS,C,72,72,2277,17.6,.575,.300,.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,.165,2.4,2.0,4.4,3.7
63,Trevor Ariza,32,HOU,SF,67,67,2269,11.8,.567,.710,.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,.113,0.0,0.7,0.7,1.5
64,Justin Holiday,28,CHI,SG,72,72,2265,10.8,.513,.574,.210,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,.036,-1.6,-0.3,-1.9,0.0
65,Ricky Rubio,27,UTA,PG,77,77,2254,15.4,.537,.330,.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,.112,-0.7,1.5,0.7,1.6
66,J.R. Smith,32,CLE,SG,80,61,2244,8.4,.534,.640,.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,.031,-2.1,-0.9,-3.0,-0.6
67,Kelly Oubre Jr.,22,WAS,SF,81,11,2231,11.9,.534,.467,.295,3.0,15.4,9.2,6.4,1.8,1.4,9.2,19.4,1.4,2.3,3.7,.080,-1.6,-0.1,-1.7,0.2
68,Cory Joseph,26,IND,PG,82,17,2210,11.0,.503,.315,.156,2.0,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2.0,3.1,.068,-1.8,0.3,-1.5,0.3
69,Allen Crabbe,25,BRK,SG,75,68,2197,12.3,.558,.643,.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,.070,0.0,-0.7,-0.7,0.7
70,Julius Randle,23,LAL,C,82,49,2190,19.9,.606,.050,.470,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,.145,0.6,0.0,0.6,1.4
71,DeMarre Carroll,31,BRK,PF,73,73,2180,14.3,.550,.498,.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,.091,0.5,-0.4,0.2,1.2
72,Bogdan BogdanoviÄ,25,SAC,SG,78,52,2175,13.5,.556,.426,.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,.064,-0.6,-0.9,-1.5,0.3
73,Jimmy Butler,28,MIN,SG,59,59,2164,23.7,.590,.217,.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,.198,5.0,0.7,5.8,4.2
74,Eric Gordon,29,HOU,SG,69,30,2154,15.2,.578,.627,.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,2.9,1.8,4.7,.105,2.0,-1.6,0.4,1.3
75,Derrick Favors,26,UTA,C,77,77,2153,18.8,.593,.090,.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,.179,0.9,0.7,1.5,1.9
76,Jaylen Brown,21,BOS,SG,70,70,2152,13.6,.562,.381,.290,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,.100,-0.8,0.3,-0.5,0.8
77,T.J. Warren,24,PHO,SF,65,65,2142,17.6,.541,.085,.240,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,.077,0.8,-1.6,-0.7,0.7
78,Wesley Matthews,31,DAL,SF,63,63,2131,11.4,.541,.577,.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1.0,1.6,2.6,.059,-1.0,0.1,-0.9,0.6
79,JJ Redick,33,PHI,SG,70,70,2116,15.9,.614,.523,.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,.150,2.2,-1.1,1.1,1.7
80,Patty Mills,29,SAS,PG,82,36,2107,11.8,.558,.607,.173,1.4,6.8,4.1,16.0,1.3,0.4,12.6,17.8,2.0,2.1,4.1,.093,-0.6,-0.4,-1.0,0.5
81,Denzel Valentine,24,CHI,SG,77,37,2095,12.1,.527,.513,.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1.0,1.5,2.5,.057,-1.0,0.0,-1.0,0.5
82,Serge Ibaka,28,TOR,PF,76,76,2093,14.7,.574,.379,.151,4.3,21.0,12.8,4.4,0.7,3.8,9.7,19.4,2.1,3.0,5.1,.117,-0.1,0.0,-0.1,1.0
83,Jae Crowder,27,2TM,SF,80,47,2090,10.4,.525,.508,.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,.060,-1.9,-0.6,-2.5,-0.3
84,Jae Crowder,27,CLE,SF,53,47,1346,10.2,.545,.503,.245,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,.059,-1.9,-1.0,-3.0,-0.3
85,Jae Crowder,27,UTA,SF,27,0,744,10.8,.499,.515,.190,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,.060,-1.9,0.2,-1.7,0.1
86,Jusuf NurkiÄ,23,POR,C,79,79,2088,19.2,.528,.007,.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,.108,-1.1,1.1,0.0,1.1
87,Dennis SchrÃ¶der,24,ATL,PG,67,67,2078,17.3,.515,.229,.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,.059,1.2,-1.9,-0.6,0.7
88,Marcin Gortat,33,WAS,C,82,82,2075,14.7,.546,.000,.291,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,2.4,2.4,4.9,.113,-0.8,0.3,-0.6,0.8
89,Al-Farouq Aminu,27,POR,PF,69,67,2072,12.0,.522,.582,.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,.097,-0.7,1.1,0.4,1.3
90,Dragan Bender,20,PHO,PF,82,37,2069,7.1,.524,.665,.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,.001,-2.9,-0.8,-3.7,-0.9
91,Terry Rozier,23,BOS,PG,80,16,2068,15.1,.520,.503,.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,.130,0.9,1.2,2.1,2.1
92,Austin Rivers,25,LAC,SG,61,59,2057,12.6,.526,.447,.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1.0,2.4,.056,-0.3,-0.9,-1.2,0.4
93,Tony Snell,26,MIL,SG,75,59,2053,8.5,.578,.631,.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,.056,-1.5,-0.8,-2.3,-0.1
94,Tyler Johnson,25,MIA,PG,72,39,2052,13.0,.549,.456,.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,.097,-0.5,0.2,-0.3,0.9
95,Dennis Smith Jr.,20,DAL,PG,69,69,2049,12.8,.473,.331,.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,-2.4,1.7,-0.7,-0.017,-1.2,-1.2,-2.4,-0.2
96,Willie Cauley-Stein,24,SAC,C,73,57,2044,17.6,.529,.016,.320,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,.092,-0.4,0.3,-0.1,1.0
97,Ish Smith,29,DET,PG,82,35,2043,15.4,.525,.126,.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,.102,-0.3,0.3,0.0,1.0
98,Wayne Ellington,30,MIA,SG,77,2,2041,12.5,.588,.827,.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,.105,1.0,-0.6,0.4,1.2
99,Evan Turner,29,POR,SF,79,40,2034,9.8,.520,.229,.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,.061,-2.9,0.4,-2.5,-0.3
100,Clint Capela,23,HOU,C,74,74,2034,24.5,.650,.001,.380,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,.242,2.4,1.0,3.4,2.8
101,Jonathon Simmons,28,ORL,SG,69,50,2029,12.7,.555,.268,.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,.045,-1.7,-1.3,-3.1,-0.5
102,De'Aaron Fox,20,SAC,PG,73,61,2026,11.2,.478,.192,.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.0,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1
103,Buddy Hield,25,SAC,SG,80,13,2024,16.1,.557,.437,.087,3.0,14.8,8.6,12.8,2.1,1.0,11.3,24.3,1.3,1.5,2.8,.067,1.6,-0.5,1.0,1.5
104,Lauri Markkanen,20,CHI,PF,68,68,2020,15.6,.552,.465,.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,.079,1.0,-1.2,-0.2,0.9
105,Darren Collison,30,IND,PG,69,64,2018,18.8,.610,.321,.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,.181,2.4,0.3,2.7,2.4
106,Marvin Williams,31,CHO,PF,78,78,2006,13.9,.603,.542,.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,3.1,1.9,5.0,.119,0.6,0.3,1.0,1.5
107,Nicolas Batum,29,CHO,SG,64,64,1981,14.4,.523,.422,.200,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,.084,0.5,-0.1,0.4,1.2
108,Kyle Anderson,24,SAS,SF,74,67,1978,15.9,.582,.130,.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,.151,-0.4,3.3,2.9,2.4
109,Joe Harris,26,BRK,SG,78,14,1975,13.3,.634,.576,.167,2.7,11.3,7.0,10.2,0.9,0.8,12.0,16.6,3.0,0.9,4.0,.097,0.7,-0.6,0.1,1.0
110,Brandon Ingram,20,LAL,SF,59,59,1975,13.8,.536,.138,.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1.0,1.8,2.8,.068,-0.9,-0.3,-1.2,0.4
111,John Henson,27,MIL,C,76,69,1970,15.7,.582,.014,.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,2.8,2.2,4.9,.120,-1.0,0.1,-0.9,0.5
112,Blake Griffin,28,2TM,PF,58,58,1970,19.6,.544,.323,.331,4.1,19.8,12.0,28.1,1.0,0.8,12.6,28.9,3.2,1.8,4.9,.120,3.6,-0.2,3.4,2.7
113,Blake Griffin,28,LAC,PF,33,33,1139,20.4,.553,.324,.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2.0,1.0,3.0,.125,3.8,-0.4,3.4,1.6
114,Blake Griffin,28,DET,PF,25,25,831,18.5,.531,.323,.266,3.5,18.9,11.0,31.5,0.7,1.0,12.4,28.4,1.1,0.8,1.9,.113,3.4,0.1,3.4,1.1
115,Markieff Morris,28,WAS,PF,73,73,1968,13.2,.566,.301,.186,4.3,19.2,11.8,11.0,1.4,1.7,14.6,19.5,1.2,2.1,3.3,.080,-1.3,0.1,-1.3,0.4
116,Jeremy Lamb,25,CHO,SG,80,18,1967,17.0,.559,.305,.250,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3.0,1.9,4.9,.120,1.3,0.2,1.6,1.8
117,Josh Jackson,20,PHO,SF,77,35,1959,11.8,.480,.233,.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1
118,Marco Belinelli,31,2TM,SG,80,2,1947,14.1,.581,.517,.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,.092,0.4,-0.8,-0.5,0.8
119,Marco Belinelli,31,ATL,SG,52,1,1210,14.1,.554,.509,.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,.075,0.6,-0.8,-0.2,0.5
120,Marco Belinelli,31,PHI,SG,28,1,737,14.2,.628,.530,.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,1.1,0.7,1.8,.119,0.0,-0.8,-0.8,0.2
121,Darius Miller,27,NOP,SF,82,3,1944,9.3,.617,.735,.138,1.0,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3.0,.075,-1.1,-0.8,-1.9,0.1
122,James Johnson,30,MIA,PF,73,41,1943,15.8,.575,.301,.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5.0,.123,0.0,1.6,1.6,1.7
123,Kyrie Irving,25,BOS,PG,60,60,1931,25.0,.610,.374,.240,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31.0,6.3,2.7,8.9,.222,6.4,0.9,7.3,4.5
124,Rondae Hollis-Jefferson,23,BRK,SF,68,59,1920,16.9,.548,.075,.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2.0,4.1,.103,-0.3,0.4,0.1,1.0
125,Joel Embiid,23,PHI,C,63,63,1912,22.9,.573,.203,.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,.155,2.0,1.3,3.3,2.6
126,Aaron Gordon,22,ORL,PF,58,57,1909,16.5,.530,.395,.260,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,.072,0.9,-0.6,0.3,1.1
127,Dirk Nowitzki,39,DAL,C,77,77,1900,16.7,.575,.445,.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,2.6,2.2,4.8,.121,1.7,0.6,2.3,2.1
128,Stanley Johnson,21,DET,SF,69,50,1894,9.0,.480,.418,.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,-0.6,2.4,1.8,.046,-4.0,1.1,-2.9,-0.4
129,Jordan Clarkson,25,2TM,SG,81,2,1888,16.4,.542,.333,.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,.077,1.5,-1.4,0.1,1.0
130,Jordan Clarkson,25,LAL,SG,53,2,1256,16.9,.532,.315,.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1.0,2.1,.080,1.9,-1.1,0.8,0.9
131,Jordan Clarkson,25,CLE,SG,28,0,632,15.4,.565,.376,.202,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,0.8,0.2,1.0,.073,0.5,-1.8,-1.3,0.1
